"Species","Survey.Name","Individuals","Independent","Site","Trail","Camera.Name","Paired","Latitude","Longitude","X","Y","Elevation","Elevation.Num","Habitat","Season","Camera.Start.Date","Camera.End.Date","Date","Time","Hour","Minute","Time.In.Radians","Daytime","Image.ID","Common"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K02a",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-17",2021-07-17,"23:33:15",NA,NA,NA,NA,"07170550.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K02a",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-17",2021-07-17,"23:33:16",NA,NA,NA,NA,"07170551.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K02a",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-17",2021-07-17,"23:33:16",NA,NA,NA,NA,"07170551.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K02b",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-19",2021-07-17,"23:45:04",NA,NA,NA,NA,"07170811.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K02b",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-19",2021-07-17,"23:45:04",NA,NA,NA,NA,"07170811.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-04-16,"22:06:41",NA,NA,NA,NA,"04160943.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-04-16,"22:06:41",NA,NA,NA,NA,"04160943.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K04",NA,9.18999,-83.06283,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-05-13,"13:07:14",NA,NA,NA,NA,"05130431.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K04",NA,9.18999,-83.06283,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-05-13,"13:07:14",NA,NA,NA,NA,"05130431.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K02a",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-17",2021-07-17,"23:33:10",NA,NA,NA,NA,"07170547.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K02a",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-17",2021-07-17,"23:33:10",NA,NA,NA,NA,"07170547.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K02b",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-19",2021-07-17,"23:45:06",NA,NA,NA,NA,"07170813.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K02b",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-19",2021-07-17,"23:45:06",NA,NA,NA,NA,"07170813.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K02a",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-17",2021-07-17,"23:33:17",NA,NA,NA,NA,"07170552.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K02a",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-17",2021-07-17,"23:33:17",NA,NA,NA,NA,"07170552.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K05b",NA,9.20264,-83.05823,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-05-24,"17:35:07",NA,NA,NA,NA,"05240965.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K05b",NA,9.20264,-83.05823,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-05-24,"17:35:07",NA,NA,NA,NA,"05240965.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K04",NA,9.18999,-83.06283,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-05-13,"13:07:13",NA,NA,NA,NA,"05130430.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K04",NA,9.18999,-83.06283,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-05-13,"13:07:13",NA,NA,NA,NA,"05130430.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-04-16,"22:06:40",NA,NA,NA,NA,"04160942.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-04-16,"22:06:40",NA,NA,NA,NA,"04160942.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K04",NA,9.18999,-83.06283,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-05-13,"13:07:11",NA,NA,NA,NA,"05130429.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K04",NA,9.18999,-83.06283,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-05-13,"13:07:11",NA,NA,NA,NA,"05130429.JPG","Melanistic Jaguar"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K02b",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-19",2021-07-02,"18:12:38",NA,NA,NA,NA,"07020751.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K02b",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-19",2021-07-02,"18:12:37",NA,NA,NA,NA,"07020750.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K02b",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-19",2021-07-02,"18:12:35",NA,NA,NA,NA,"07020747.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",5,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-03-26,"20:26:13",NA,NA,NA,NA,"03260474.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",5,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-03-26,"20:26:13",NA,NA,NA,NA,"03260475.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",5,NA,"Kamuk","Kamuk","K07",NA,9.24641,-83.07299,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-21",2021-05-17,"06:37:40",NA,NA,NA,NA,"05170923.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K02b",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-19",2021-07-02,"18:12:35",NA,NA,NA,NA,"07020748.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-06-28,"21:35:16",NA,NA,NA,NA,"06280337.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K07",NA,9.24641,-83.07299,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-21",2021-05-17,"06:37:58",NA,NA,NA,NA,"05170932.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",3,NA,"Kamuk","Kamuk","K09",NA,9.25863,-83.05029,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-14",2021-04-11,"07:00:06",NA,NA,NA,NA,"04110169.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",3,NA,"Kamuk","Kamuk","K09",NA,9.25863,-83.05029,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-14",2021-04-11,"07:01:08",NA,NA,NA,NA,"04110182.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K07",NA,9.24641,-83.07299,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-21",2021-05-17,"06:37:34",NA,NA,NA,NA,"05170921.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",5,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-03-26,"20:26:14",NA,NA,NA,NA,"03260477.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K07",NA,9.24641,-83.07299,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-21",2021-05-17,"06:37:39",NA,NA,NA,NA,"05170922.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K07",NA,9.24641,-83.07299,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-21",2021-05-17,"06:37:32",NA,NA,NA,NA,"05170920.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K02b",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-19",2021-07-02,"18:12:36",NA,NA,NA,NA,"07020749.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",4,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-03-26,"20:26:10",NA,NA,NA,NA,"03260471.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K02b",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-19",2021-07-02,"18:12:33",NA,NA,NA,NA,"07020745.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-06-28,"21:35:18",NA,NA,NA,NA,"06280338.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",3,NA,"Kamuk","Kamuk","K09",NA,9.25863,-83.05029,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-14",2021-04-11,"07:00:14",NA,NA,NA,NA,"04110170.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",5,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-03-26,"20:26:14",NA,NA,NA,NA,"03260476.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K02a",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-17",2021-07-02,"18:01:47",NA,NA,NA,NA,"07020498.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",3,NA,"Kamuk","Kamuk","K09",NA,9.25863,-83.05029,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-14",2021-04-11,"07:01:06",NA,NA,NA,NA,"04110181.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K09",NA,9.25863,-83.05029,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-14",2021-04-11,"07:00:28",NA,NA,NA,NA,"04110173.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K02a",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-17",2021-07-02,"18:01:45",NA,NA,NA,NA,"07020496.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",3,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-06-14,"06:02:29",NA,NA,NA,NA,"06140087.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",3,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-06-14,"06:02:33",NA,NA,NA,NA,"06140094.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",3,NA,"Kamuk","Kamuk","K07",NA,9.24641,-83.07299,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-21",2021-05-17,"06:37:44",NA,NA,NA,NA,"05170929.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K02b",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-19",2021-07-02,"18:12:34",NA,NA,NA,NA,"07020746.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",4,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-03-26,"20:26:12",NA,NA,NA,NA,"03260473.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K02a",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-17",2021-07-02,"18:01:42",NA,NA,NA,NA,"07020495.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",4,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-03-26,"20:26:10",NA,NA,NA,NA,"03260470.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",3,NA,"Kamuk","Kamuk","K09",NA,9.25863,-83.05029,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-14",2021-04-11,"07:00:21",NA,NA,NA,NA,"04110172.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-06-14,"06:02:34",NA,NA,NA,NA,"06140095.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K09",NA,9.25863,-83.05029,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-14",2021-04-11,"07:01:11",NA,NA,NA,NA,"04110183.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K09",NA,9.25863,-83.05029,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-14",2021-04-11,"07:00:17",NA,NA,NA,NA,"04110171.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",3,NA,"Kamuk","Kamuk","K09",NA,9.25863,-83.05029,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-14",2021-04-11,"07:00:54",NA,NA,NA,NA,"04110179.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-03-26,"20:26:27",NA,NA,NA,NA,"03260484.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K02a",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-17",2021-07-02,"18:01:41",NA,NA,NA,NA,"07020494.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",4,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-03-26,"20:26:01",NA,NA,NA,NA,"03260457.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",5,NA,"Kamuk","Kamuk","K09",NA,9.25863,-83.05029,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-14",2021-04-11,"07:00:59",NA,NA,NA,NA,"04110180.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",3,NA,"Kamuk","Kamuk","K07",NA,9.24641,-83.07299,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-21",2021-05-17,"06:37:46",NA,NA,NA,NA,"05170931.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",4,NA,"Kamuk","Kamuk","K07",NA,9.24641,-83.07299,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-21",2021-05-17,"06:37:45",NA,NA,NA,NA,"05170930.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",4,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-03-26,"20:26:04",NA,NA,NA,NA,"03260461.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K09",NA,9.25863,-83.05029,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-14",2021-04-11,"07:01:18",NA,NA,NA,NA,"04110184.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K07",NA,9.24641,-83.07299,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-21",2021-05-17,"06:38:02",NA,NA,NA,NA,"05170935.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-06-14,"06:02:33",NA,NA,NA,NA,"06140093.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",6,NA,"Kamuk","Kamuk","K07",NA,9.24641,-83.07299,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-21",2021-05-17,"06:37:43",NA,NA,NA,NA,"05170927.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",4,NA,"Kamuk","Kamuk","K07",NA,9.24641,-83.07299,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-21",2021-05-17,"06:37:43",NA,NA,NA,NA,"05170928.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",5,NA,"Kamuk","Kamuk","K07",NA,9.24641,-83.07299,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-21",2021-05-17,"06:37:41",NA,NA,NA,NA,"05170925.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-06-14,"06:02:27",NA,NA,NA,NA,"06140085.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",4,NA,"Kamuk","Kamuk","K09",NA,9.25863,-83.05029,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-14",2021-04-11,"07:00:51",NA,NA,NA,NA,"04110178.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K02a",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-17",2021-07-02,"18:01:41",NA,NA,NA,NA,"07020493.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K02b",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-19",2021-07-02,"18:12:33",NA,NA,NA,NA,"07020744.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",4,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-06-14,"06:02:30",NA,NA,NA,NA,"06140088.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",4,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-03-26,"20:26:11",NA,NA,NA,NA,"03260472.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K02a",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-17",2021-07-02,"18:01:46",NA,NA,NA,NA,"07020497.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K07",NA,9.24641,-83.07299,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-21",2021-05-17,"06:38:00",NA,NA,NA,NA,"05170933.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K07",NA,9.24641,-83.07299,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-21",2021-05-17,"06:38:01",NA,NA,NA,NA,"05170934.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",4,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-03-26,"20:26:05",NA,NA,NA,NA,"03260462.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",5,NA,"Kamuk","Kamuk","K07",NA,9.24641,-83.07299,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-21",2021-05-17,"06:37:42",NA,NA,NA,NA,"05170926.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-06-14,"06:02:28",NA,NA,NA,NA,"06140086.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",2,NA,"Kamuk","Kamuk","K02b",NA,9.15883,-83.06502,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-03-08","2021-07-19",2021-07-02,"18:12:32",NA,NA,NA,NA,"07020743.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",4,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-03-26,"20:26:07",NA,NA,NA,NA,"03260466.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",4,NA,"Kamuk","Kamuk","K09",NA,9.25863,-83.05029,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-14",2021-04-11,"07:00:47",NA,NA,NA,NA,"04110177.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-03-26,"20:26:26",NA,NA,NA,NA,"03260483.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",4,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-03-26,"20:26:00",NA,NA,NA,NA,"03260456.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",1,NA,"Kamuk","Kamuk","K07",NA,9.24641,-83.07299,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-09","2021-07-21",2021-05-17,"06:38:08",NA,NA,NA,NA,"05170943.JPG","Collared Peccary"
"Pecari tajacu","Kamuk 2021 (March-July)",4,NA,"Kamuk","Kamuk","K06",NA,9.22988,-83.07601,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-03-08","2021-07-20",2021-06-14,"06:02:30",NA,NA,NA,NA,"06140089.JPG","Collared Peccary"
