Srvy_Nm,Species,Common,Site,Trail,Camr_Nm,Paired,Latitud,Longitd,X,Y,UTM zone,Cmr_S_D,Cmr_E_D,Date,Time
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU60A,No,5.2851361,101.4328547,769653,584711,,8/18/2009,1/7/2010,11/13/2009,19:40
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU60A,No,5.2851361,101.4328547,769653,584711,,8/18/2009,1/7/2010,12/4/2009,19:57
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU60A,No,5.2851361,101.4328547,769653,584711,,8/18/2009,1/7/2010,12/4/2009,19:57
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU60A,No,5.2851361,101.4328547,769653,584711,,8/18/2009,1/7/2010,12/27/2009,5:11
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU61A,No,5.2809571,101.450612,771624,584256,,8/21/2009,1/7/2010,11/1/2009,4:51
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU61A,No,5.2809571,101.450612,771624,584256,,8/21/2009,1/7/2010,11/1/2009,7:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU61A,No,5.2809571,101.450612,771624,584256,,8/21/2009,1/7/2010,11/1/2009,19:11
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,PU61C,No,5.2733732,101.4473891,771270,583415,,1/7/2010,3/15/2010,1/13/2010,20:04
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,PU61C,No,5.2733732,101.4473891,771270,583415,,1/7/2010,3/15/2010,1/20/2010,6:04
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,PU62D,No,5.2717893,101.4743594,774262,583252,,1/16/2010,3/28/2010,1/24/2010,22:33
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,PU62D,No,5.2717893,101.4743594,774262,583252,,1/16/2010,3/28/2010,3/13/2010,22:25
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,PU62D,No,5.2717893,101.4743594,774262,583252,,1/16/2010,3/28/2010,3/18/2010,20:12
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63A,No,5.2859964,101.4879928,775768,584830,,9/4/2009,1/12/2010,9/11/2009,1:59
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63A,No,5.2859964,101.4879928,775768,584830,,9/4/2009,1/12/2010,10/5/2009,18:36
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63A,No,5.2859964,101.4879928,775768,584830,,9/4/2009,1/12/2010,12/5/2009,5:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63A,No,5.2859964,101.4879928,775768,584830,,9/4/2009,1/12/2010,12/5/2009,19:12
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63A,No,5.2859964,101.4879928,775768,584830,,9/4/2009,1/12/2010,12/8/2009,19:54
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63A,No,5.2859964,101.4879928,775768,584830,,9/4/2009,1/12/2010,12/16/2009,0:29
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63C,No,5.2745127,101.484031,775333,583558,,1/12/2010,3/28/2010,1/17/2010,8:04
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63C,No,5.2745127,101.484031,775333,583558,,1/12/2010,3/28/2010,1/24/2010,21:25
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63C,No,5.2745127,101.484031,775333,583558,,1/12/2010,3/28/2010,3/9/2010,0:48
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63C,No,5.2745127,101.484031,775333,583558,,1/12/2010,3/28/2010,3/13/2010,21:32
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63C,No,5.2745127,101.484031,775333,583558,,1/12/2010,3/28/2010,3/25/2010,22:56
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU64A,No,5.2815555,101.5016007,777279,584345,,1/12/2010,3/30/2010,1/30/2010,8:05
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU64A,No,5.2815555,101.5016007,777279,584345,,1/12/2010,3/30/2010,2/13/2010,19:21
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU64A,No,5.2815555,101.5016007,777279,584345,,1/12/2010,3/30/2010,2/27/2010,19:47
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU64A,No,5.2815555,101.5016007,777279,584345,,1/12/2010,3/30/2010,3/10/2010,18:22
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU64A,No,5.2815555,101.5016007,777279,584345,,1/12/2010,3/30/2010,3/18/2010,21:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU64D,No,5.2756659,101.5141953,778678,583699,,8/24/2009,1/12/2010,9/28/2009,7:04
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU64D,No,5.2756659,101.5141953,778678,583699,,8/24/2009,1/12/2010,12/8/2009,8:19
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU64D,No,5.2756659,101.5141953,778678,583699,,8/24/2009,1/12/2010,1/1/2010,8:27
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU65B,No,5.2666182,101.4583964,772494,582673,,8/22/2009,1/8/2010,12/29/2009,0:00
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU65B,No,5.2666182,101.4583964,772494,582673,,8/22/2009,1/8/2010,1/1/2010,5:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,9/1/2009,23:06
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,9/10/2009,0:08
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,9/12/2009,6:33
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,9/22/2009,21:20
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,9/26/2009,21:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,10/9/2009,20:54
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,10/13/2009,6:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,11/2/2009,21:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,11/3/2009,20:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,11/5/2009,21:52
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,11/9/2009,21:12
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,11/11/2009,4:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,11/29/2009,18:06
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,12/26/2009,20:43
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,12/27/2009,9:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,1/1/2010,0:05
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,1/3/2010,1:31
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/2009,1/16/2010,1/4/2010,18:55
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU67A,No,5.2639121,101.4872106,775691,582386,,1/11/2010,4/1/2010,1/24/2010,21:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,PU67B,No,5.2615121,101.4938713,776430,582124,,8/29/2009,1/10/2010,11/13/2009,19:27
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,PU67B,No,5.2615121,101.4938713,776430,582124,,8/29/2009,1/10/2010,11/26/2009,19:23
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,PU67B,No,5.2615121,101.4938713,776430,582124,,8/29/2009,1/10/2010,11/28/2009,8:12
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68A,No,5.2642079,101.5044401,777601,582426,,8/25/2009,1/11/2010,10/26/2009,19:14
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68A,No,5.2642079,101.5044401,777601,582426,,8/25/2009,1/11/2010,11/28/2009,6:16
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68A,No,5.2642079,101.5044401,777601,582426,,8/25/2009,1/11/2010,12/10/2009,7:49
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68A,No,5.2642079,101.5044401,777601,582426,,8/25/2009,1/11/2010,12/14/2009,21:07
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68B,No,5.2629193,101.5121226,778454,582287,,1/11/2010,3/29/2010,1/22/2010,0:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68B,No,5.2629193,101.5121226,778454,582287,,1/11/2010,3/29/2010,1/23/2010,19:16
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68B,No,5.2629193,101.5121226,778454,582287,,1/11/2010,3/29/2010,2/8/2010,23:28
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68B,No,5.2629193,101.5121226,778454,582287,,1/11/2010,3/29/2010,2/15/2010,20:20
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68B,No,5.2629193,101.5121226,778454,582287,,1/11/2010,3/29/2010,3/3/2010,1:28
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68B,No,5.2629193,101.5121226,778454,582287,,1/11/2010,3/29/2010,3/18/2010,2:33
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68B,No,5.2629193,101.5121226,778454,582287,,1/11/2010,3/29/2010,3/18/2010,2:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68B,No,5.2629193,101.5121226,778454,582287,,1/11/2010,3/29/2010,3/19/2010,21:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69B,No,5.2463252,101.4921557,776247,580442,,1/9/2010,4/1/2010,1/19/2010,18:17
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69B,No,5.2463252,101.4921557,776247,580442,,1/9/2010,4/1/2010,1/20/2010,19:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69B,No,5.2463252,101.4921557,776247,580442,,1/9/2010,4/1/2010,1/22/2010,21:33
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69B,No,5.2463252,101.4921557,776247,580442,,1/9/2010,4/1/2010,2/18/2010,7:36
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69B,No,5.2463252,101.4921557,776247,580442,,1/9/2010,4/1/2010,3/6/2010,0:45
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69D,No,5.2395611,101.4940545,776460,579695,,8/22/2009,1/8/2010,9/24/2009,5:39
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69D,No,5.2395611,101.4940545,776460,579695,,8/22/2009,1/8/2010,10/12/2009,5:23
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69D,No,5.2395611,101.4940545,776460,579695,,8/22/2009,1/8/2010,12/16/2009,4:45
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69D,No,5.2395611,101.4940545,776460,579695,,8/22/2009,1/8/2010,12/29/2009,3:11
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69D,No,5.2395611,101.4940545,776460,579695,,8/22/2009,1/8/2010,1/3/2010,20:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU70A,No,5.2447071,101.502795,777428,580268,,8/20/2009,1/9/2010,10/12/2009,18:36
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU70A,No,5.2447071,101.502795,777428,580268,,8/20/2009,1/9/2010,12/28/2009,23:34
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU70D,No,5.2342903,101.5110652,778349,579119,,1/9/2010,4/2/2010,3/18/2010,20:23
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU16C,Yes,5.4369326,101.4626992,772895,601518,,8/21/2009,12/31/2009,9/28/2009,6:16
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU16C,Yes,5.4369326,101.4626992,772895,601518,,12/31/2009,1/19/2010,9/28/2009,6:16
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU16C,Yes,5.4369326,101.4626992,772895,601518,,8/21/2009,12/31/2009,12/8/2009,20:28
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU16C,Yes,5.4369326,101.4626992,772895,601518,,12/31/2009,1/19/2010,12/8/2009,20:28
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU16C,Yes,5.4369326,101.4626992,772895,601518,,8/21/2009,12/31/2009,12/13/2009,21:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU16C,Yes,5.4369326,101.4626992,772895,601518,,12/31/2009,1/19/2010,12/13/2009,21:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU29B,Yes,5.4086327,101.4378644,770154,598376,,12/28/2009,1/15/2010,4/15/2010,3:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU29B,Yes,5.4086327,101.4378644,770154,598376,,2/19/2010,4/7/2010,4/15/2010,3:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU29B,Yes,5.4086327,101.4378644,770154,598376,,4/7/2010,5/21/2010,4/15/2010,3:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU29B,Yes,5.4086327,101.4378644,770154,598376,,12/28/2009,1/15/2010,4/24/2010,21:36
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU29B,Yes,5.4086327,101.4378644,770154,598376,,2/19/2010,4/7/2010,4/24/2010,21:36
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU29B,Yes,5.4086327,101.4378644,770154,598376,,4/7/2010,5/21/2010,4/24/2010,21:36
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU34B,Yes,5.3949944,101.4227074,768480,596861,,9/15/2009,11/7/2009,5/11/2010,21:03
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU34B,Yes,5.3949944,101.4227074,768480,596861,,2/17/2010,4/6/2010,5/11/2010,21:03
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU34B,Yes,5.3949944,101.4227074,768480,596861,,4/6/2010,5/21/2010,5/11/2010,21:03
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU45D,Yes,5.3435705,101.454207,771995,591185,,9/22/2009,1/14/2010,10/21/2009,2:37
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU45D,Yes,5.3435705,101.454207,771995,591185,,2/18/2010,3/11/2010,10/21/2009,2:37
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU45D,Yes,5.3435705,101.454207,771995,591185,,4/5/2010,5/22/2010,10/21/2009,2:37
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/2009,1/12/2010,10/13/2009,18:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/2010,3/29/2010,10/13/2009,18:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/2010,5/21/2010,10/13/2009,18:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/2009,1/12/2010,11/28/2009,1:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/2010,3/29/2010,11/28/2009,1:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/2010,5/21/2010,11/28/2009,1:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/2009,1/12/2010,12/7/2009,16:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/2010,3/29/2010,12/7/2009,16:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/2010,5/21/2010,12/7/2009,16:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/2009,1/12/2010,12/28/2009,5:13
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/2010,3/29/2010,12/28/2009,5:13
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/2010,5/21/2010,12/28/2009,5:13
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/2009,1/12/2010,12/30/2009,20:33
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/2010,3/29/2010,12/30/2009,20:33
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/2010,5/21/2010,12/30/2009,20:33
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/2009,1/12/2010,1/14/2010,6:37
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/2010,3/29/2010,1/14/2010,6:37
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/2010,5/21/2010,1/14/2010,6:37
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/2009,1/12/2010,1/16/2010,2:44
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/2010,3/29/2010,1/16/2010,2:44
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/2010,5/21/2010,1/16/2010,2:44
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/2009,1/12/2010,3/3/2010,3:29
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/2010,3/29/2010,3/3/2010,3:29
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/2010,5/21/2010,3/3/2010,3:29
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/2009,1/12/2010,3/14/2010,21:47
